monthYear,filename,x_network,y_network,component,class,walktrap_group,title,updated,entity,topic,winner,is_new,is_pick,subhead,related_suid,related_link,footnotes,overview,methodology,sources,data_updated,month,year,day,timeRow,timeCol,timeStack
8-2013,worst-on-time-arrivals-in-u-dot-s-airports.csv,-5.193262386223454,-3.3259036274012006,2,2_261,1,Worst On-Time Arrivals in U.S.: Airports,2013-08-27,places,business,Newark Liberty International,NA,NA,"Newark Liberty has the worst on-time arrival record in the U.S., with SFO close behind",NA,NA,NA,Bloomberg ranked 29 major U.S. airports based on the percentage of flights that arrived on time in 2012.,Figures for 2011 were added for comparison. A flight is considered to be on time if it arrives at the gate within 15 minutes of scheduled arrival time.Â ,"United States Department of Transportation, Bureau of Transportation Statistics",2013-08-27,8,2013,27,2,8,16
8-2013,fewest-female-cfa-society-members-countries.csv,4.174262904771452,0.9862592033751854,2,2_261,2,Fewest Female CFA Society Members: Countries,2013-08-28,places,business,Brazil,NA,NA,There are 11 male members for every female in Brazil and Japan's CFA societies,NA,NA,NA,Bloomberg ranked countries based on the ratio of male to female members in Chartered Financial Analyst (CFA) Institute chapters. Ranking excluded societies with fewer than 100 active members as of FY 2013.,"Ranking excluded societies with fewer than 100 active members as of FY 2013. For countries with multiple CFA societies, figures were aggregated. Approximately 6% of members are in multiple CFA societies; about 90% of active members are CFA Charterholders. Active members include all those with a valid membership regardless of employment status. Argentina and Uruguay are represented by one local chapter.",CFA Institute - Society Demographic Profile Report FY 2013,2013-08-28,8,2013,28,1,9,17
8-2013,most-female-members-us-cfa-societies.csv,3.9188011486079106,0.5322145297737546,2,2_261,2,Most Female Members: U.S. CFA Societies,2013-08-28,other,business,"CFA Society of Washington, DC",NA,NA,The District of Columbia's CFA society has the lowest male-to-female ratio of all CFA societies in the U.S.,NA,NA,NA,Bloomberg ranked local Chartered Financial Analyst (CFA) Institute chapters in the U.S. based on the ratio of male to female members.,Ranking excluded societies with fewer than 100 active members as of FY 2013. Approximately 6% of members are in multiple CFA societies; about 90% of active members are CFA Charterholders. Active members include all those with a valid membership regardless of employment status.,CFA Institute - Society Demographic Profile Report FY 2013,2013-08-28,8,2013,28,2,9,18
8-2013,most-female-cfa-society-members-global-regions.csv,2.1332599222084356,0.7810915278061941,2,2_261,2,Most Female CFA Society Members: Global Regions,2013-08-28,places,business,Asia Pacific,NA,NA,Almost one-quarter of CFA society members in the Asia-Pacific region are women,NA,NA,NA,Bloomberg ranked global regions based on the ratio of male to female members in local Chartered Financial Analyst (CFA) Institute chapters,Figures were aggregated.  Approximately 6% of members are in multiple CFA societies; about 90% of active members are CFA Charterholders. Active members include all those with a valid membership regardless of employment status.,CFA Institute - Society Demographic Profile Report FY 2013,2013-08-28,8,2013,28,1,10,19
8-2013,most-tech-ceo-graduate-school-alumni-colleges-1.csv,-3.976622035701737,2.8035858841171555,2,2_261,4,Most Tech-CEO Graduate School Alumni: Colleges,2013-08-29,schools,business,Harvard University,NA,NA,Harvard is the No. 1 graduate school for tech CEOs,NA,NA,NA,Bloomberg ranked the graduate schools of CEOs of 250 U.S. technology companies with market capitalizations of more than $1 billion,"Rankings included all degrees received from those universities -- MBAs, J.D.s, Masters, etc. Schools at which the same CEO received multiple degrees are counted only once.","Bloomberg, companies",2013-08-29,8,2013,29,2,10,20
8-2013,most-tech-ceo-alumni-colleges.csv,-5.1133051346603136,1.6557493962713086,2,2_261,4,Most Tech-CEO Alumni: Colleges,2013-08-29,schools,business,Princeton University,NA,NA,Princeton graduates lead in the number of tech CEOs,NA,NA,NA,Bloomberg ranked the colleges and universities of CEOs of 250 U.S. technology companies with market capitalizations of more than $1 billion.,The top 10 schools are displayed.,"Bloomberg, companies",2013-08-29,8,2013,29,1,11,21
9-2013,strongest-in-china-banks.csv,-10.16623158922643,7.938833198366514,2,2_261,24,Strongest in China: Banks,2013-09-03,companies,business,Bank of Beijing,NA,NA,"Bank of Beijing is the strongest bank in China, followed closely by Hang Seng Bank",NA,NA,NA,"Bloomberg ranked Chinese banks based on five weighted ratios: Tier 1 capital, the ratio of a bankâ€™s core equity capital to its risk-weighted assets (accounting for 40% of the score); the ratio of nonperforming assets to total assets (20%); the ratio of reserves for loan losses to nonperforming assets (20%); the ratio of deposits to funding (15%); and the efficiency ratio, which compares costs with revenues (5%).","For two ratios--nonperforming assets to total assets and efficiency--a lower percentage is better; for the remaining ratios a higher percentage is preferred. Banks were ranked on each criterion and the ranks were added together to determine each bank's position in the list. Included were banks domiciled in China and Hong Kong with total assets of $100 billion or more as of August 31, 2013. Sixteen banks qualified; data were for their 2012 fiscal year.",Bloomberg,2013-09-03,9,2013,3,1,1,1
9-2013,worst-on-time-arrivals-airlines.csv,-5.79513139403803,-4.568114813765095,2,2_261,1,Worst On-Time Arrivals: Airlines,2013-09-06,companies,business,China Eastern Airlines,NA,TRUE,More than 40% of flights arrive late for two Chinese airlines,NA,NA,NA,Bloomberg ranked 16 international airlines by the percentage of on-time flight arrivals in 2013 through July 31.,"Sample size is the number of flights for which FlightStats was able to capture arrival data. For most airlines sample size exceeded 90% of all flights. A flight is considered on time if it arrives at the gate within 15 minutes of the scheduled gate time. Cancellations were subtracted from the sample size before on-time percentages were calculated. Only airlines with a sample size of at least 100,000 flights were included.",FlightStats.com,2013-09-06,9,2013,6,2,1,2
9-2013,biggest-prospective-bubbles-us-cities.csv,-0.5611376672974017,-0.8168077952350489,2,2_261,3,Biggest Prospective Bubbles: U.S. Cities,2013-09-09,places,economics,"Yuma, AZ",NA,NA,"Unemployment and housing prices are rising in Yuma, indicating a bubble may be ahead",NA,NA,NA,Bloomberg ranked U.S. metropolitan areas based on the year-over-year increase in unemployment and median housing list prices.,Scores were calculated by averaging the two percentage ranks of both criteria. Only metropolitan areas with an increase in both unemployment and median housing list prices between July 2012 and July 2013 were included. Unemployment rates were not seasonally adjusted.,"U.S. Bureau of Labor Statistics, Zillow",2013-09-09,9,2013,9,1,2,3
9-2013,highest-paid-in-us-while-outearning-their-ceos-cfos.csv,-7.592807298814488,0.8134351506028982,2,2_261,4,Highest-Paid in U.S. While Outearning Their CEOs: CFOs,2013-09-10,people,personal-finance,Peter Oppenheimer,NA,NA,Five of the 12 CFOs who most outearn their bosses work for tech companies,NA,NA,NA,Bloomberg ranked CFOs who outearned their companies' CEOs by the difference in total compensation between the two.,"Includes CFOs of the top 500 U.S. companies by market capitalization. All compensation is for the 2012 fiscal year. Companies where the CFO or the CEO had been in his job for less than a year were excluded, as were CFOs who are no longer in their jobs. Carlyle Group has two co-chief executive officers; the compensation shown is the sum of their pay.",Bloomberg,2013-09-10,9,2013,10,2,2,4
9-2013,biggest-recoveries-in-financial-sector-stocks.csv,-6.548043013855233,2.172893495046544,2,2_261,4,Biggest Recoveries in Financial Sector: Stocks,2013-09-10,investments,business,Fifth Third Bancorp,NA,NA,"These stocks rebounded after the financial crisis, though most have not come close to precrisis prices",NA,NA,NA,"Bloomberg ranked U.S. financial companies on the percentage-point difference between their stock returns from October 9, 2007 to March 9, 2009, which were the high and low points of the S&P 500 prior to and during the financial-crisis period, and from March 9, 2009 to September 10, 2013, which was the recovery period.","Included were companies with market capitalizations of at least $10 billion on October 9, 2007 and available stock prices. Real estate companies and REITs were excluded. Prices reflect stock splits.",Bloomberg,2013-09-10,9,2013,10,1,3,5
9-2013,most-vaccinated-children-states.csv,7.922248330606467,-2.7308128893999823,2,2_261,3,Most Vaccinated Children: States,2013-09-10,places,lifestyle,Mississippi,NA,NA,Mississippi leads the U.S. in vaccinations for children; Alaska comes in last,NA,NA,NA,Bloomberg ranked the U.S. states and the District of Columbia based on the percentage of children ages 19 months to 35 months inoculated with seven vaccines recommended by the CDC.,Data are from July 2011 to June 2012 and are the latest available.,Centers for Disease Control and Prevention,2013-09-10,9,2013,10,2,3,6
9-2013,oldest-operating-reactors-in-the-u-dot-s-nuclear-power-plants.csv,-5.994358447976171,-8.281397542065006,2,2_261,13,Oldest Operating Reactors in the U.S.: Nuclear Power Plants,2013-09-11,other,business,"Nine Mile Point Nuclear Station, Unit 1",NA,TRUE,One-fifth of all U.S. nuclear power plants have been operating for 40 years or more,NA,NA,NA,Bloomberg ranked U.S. nuclear power plants based on the start date of commercial operation.,"Capacity factor refers to the ratio of available capacity (amount of electric power actually produced by a generating unit) to theoretical capacity (amount of electrical power that could have been produced if the unit had operatedcontinuously at full power). Capacity factors can exceed 100% for a variety of reasons. Fort Calhoun Station, which has a capacity factor of 0, is still licensed to operate so it is included on the list.",United States Nuclear Regulatory Commission,2013-09-11,9,2013,11,1,4,7
9-2013,longest-tenured-in-u-dot-s-cfos.csv,-7.031060496296331,0.650704225165945,2,2_261,4,Longest-Tenured in U.S.: CFOs,2013-09-12,people,business,Paul Coghlan,NA,NA,Paul Coghlan of Linear Technology is the longest-running CFO among the largest U.S. companies,NA,NA,NA,"Bloomberg ranked CFOs on their tenure as of August 31, 2013, and identified 15 who have been in their jobs the longest.","Included at the top were 500 U.S. companies by market capitalization. Only CFOs still at their companies were considered. Murray Goldberg of Regeneron Pharmaceuticals is scheduled to retire on October 1, 2013.",Bloomberg,2013-09-12,9,2013,12,2,4,8
9-2013,highest-homeownership-rates-us-cities.csv,8.422128803480447,0.7815140199075145,2,2_261,8,Highest Homeownership Rates: U.S. Cities,2013-09-19,places,economics,"Grand Rapids-Wyoming, MI",NA,NA,"Grand Rapids has the highest, and L.A. the lowest, homeownership rate in the U.S.",NA,NA,NA,"Bloomberg ranked the 75 largest metropolitan statistical areas in the U.S. based on their homeownership rate in Q2 2013, the latest data available.",The homeownership rate included only occupied houses.,U.S. Census Current Population Survey/Housing Vacancy Survey,2013-09-19,9,2013,19,1,5,9
9-2013,biggest-declines-in-homeownership-states.csv,6.812434845689881,0.5730141871637096,2,2_261,8,Biggest Declines in Homeownership: States,2013-09-23,places,economics,Nevada,NA,NA,"Nevada homeownership is down 10 percentage points since 2004, the peak year for U.S. homeownership",NA,NA,NA,Bloomberg ranked the U.S. states and the District of Columbia based on the percentage-point change in the annual homeownership rate from 2004 to 2012.,Only occupied houses were included.,U.S. Census Current Population Survey/Housing Vacancy Survey,2013-09-23,9,2013,23,2,5,10
